Num_Bank_Accounts,Num_of_Delayed_Payment,Changed_Credit_Limit,Credit_Mix,Payment_of_Min_Amount
6.0,17.0,26.16,1,0
0.0,4.0,5.71,0,1
0.0,5.0,12.71,2,1
0.0,6.0,5.71,2,1
0.0,4.0,5.71,2,1
0.0,4.0,5.71,2,1
0.0,4.0,5.71,2,0
0.0,4.0,6.71,2,0
0.0,7.0,5.71,2,1
4.0,13.0,19.68,3,2
4.0,13.0,19.68,3,2
4.0,13.0,19.68,3,0
4.0,13.0,19.68,3,2
4.0,13.0,16.68,3,2
7.0,20.0,7.06,0,2
7.0,20.0,7.06,3,2
7.0,19.0,7.06,3,2
7.0,20.0,7.06,3,2
7.0,20.0,7.06,3,2
7.0,22.0,7.06,3,2
7.0,18.0,7.06,3,0
2.0,8.0,4.95,2,1
2.0,19.0,4.95,2,1
2.0,8.0,4.95,2,0
2.0,8.0,4.95,2,1
2.0,8.0,4.95,2,1
2.0,8.0,4.95,0,1
8.0,21.0,18.23,3,2
8.0,20.0,18.23,0,2
8.0,19.0,13.23,3,2
8.0,20.0,18.23,3,2
8.0,20.0,18.23,3,2
8.0,17.0,18.23,3,2
8.0,20.0,18.23,3,2
8.0,20.0,13.23,3,2
3.0,8.0,8.83,0,2
3.0,8.0,8.83,3,2
3.0,6.0,8.83,3,2
3.0,8.0,8.83,3,0
3.0,8.0,8.83,3,2
3.0,8.0,8.83,3,2
3.0,8.0,8.83,0,0
3.0,8.0,8.83,3,2
8.0,20.0,0.52,0,1
8.0,20.0,0.52,3,1
8.0,20.0,10.23199443955013,3,0
8.0,18.0,0.52,3,1
8.0,20.0,0.52,3,1
8.0,20.0,10.23199443955013,3,1
1.0,9.0,7.48,2,0
1.0,9.0,7.48,2,1
1.0,9.0,2.4800000000000004,2,1
1.0,9.0,7.48,2,1
1.0,9.0,7.48,2,0
1.0,8.0,7.48,2,1
1.0,11.0,10.23199443955013,0,1
4.0,19.0,8.56,2,1
4.0,3.0,8.56,2,1
4.0,3.0,8.56,0,1
4.0,2.0,3.5600000000000005,2,1
4.0,3.0,8.56,2,1
4.0,3.0,8.56,2,1
4.0,3.0,8.56,2,1
3.0,5.0,2.82,2,1
3.0,5.0,2.82,0,1
3.0,19.0,2.82,2,1
3.0,7.0,2.82,0,1
3.0,5.0,7.82,0,1
3.0,19.0,2.82,2,1
3.0,5.0,4.82,2,1
8.0,17.0,15.14,3,2
8.0,17.0,21.14,3,2
8.0,18.0,15.14,3,2
8.0,15.0,19.14,3,0
8.0,15.0,15.14,3,2
8.0,15.0,15.14,3,0
0.0,3.0,1.38,2,1
0.0,1.0,1.38,2,0
0.0,0.0,1.38,0,1
0.0,2.0,1.38,2,1
0.0,0.0,1.38,0,1
0.0,0.0,1.38,2,1
7.0,17.0,11.63,3,1
7.0,17.0,11.63,3,1
7.0,18.0,11.63,3,1
7.0,17.0,11.63,0,0
7.0,17.0,11.63,3,1
7.0,17.0,11.63,0,1
7.0,17.0,11.63,3,1
3.0,1.0,6.89,0,1
3.0,1.0,8.89,0,1
3.0,1.0,6.89,0,1
3.0,3.0,10.23199443955013,2,0
3.0,1.0,6.89,2,1
7.0,19.0,11.87,3,2
7.0,17.0,10.87,3,2
7.0,17.0,11.87,3,0
7.0,20.0,11.87,3,2
7.0,15.0,11.87,3,2
7.0,17.0,11.87,0,2
6.0,16.0,10.26,1,2
6.0,16.0,11.26,1,2
6.0,16.0,15.26,1,2
6.0,16.0,15.26,1,2
6.0,19.0,15.26,1,2
6.0,16.0,16.259999999999998,1,0
6.0,16.0,15.26,1,2
10.0,15.0,26.43,1,2
10.0,16.0,26.43,1,2
10.0,19.0,33.43,1,2
10.0,15.0,26.43,0,2
10.0,17.0,26.43,0,2
0.0,7.0,7.06,2,1
0.0,10.0,7.06,2,1
0.0,10.0,7.06,2,1
0.0,8.0,13.06,2,1
0.0,10.0,7.06,0,1
0.0,11.0,7.06,2,1
0.0,10.0,7.06,2,1
7.0,11.0,17.57,3,2
7.0,9.0,17.57,3,2
7.0,11.0,12.57,0,2
7.0,11.0,17.57,3,2
7.0,11.0,10.23199443955013,3,2
7.0,12.0,17.57,3,2
7.0,11.0,17.57,3,2
7.0,11.0,17.57,3,2
1.0,3.0,1.75,2,1
1.0,3.0,4.75,2,0
1.0,4.0,10.23199443955013,2,1
1.0,3.0,1.75,2,0
1.0,1.0,1.75,2,1
1.0,3.0,1.75,2,1
1.0,8.0,3.25,2,0
1.0,5.0,3.25,2,1
1.0,3.0,2.25,2,1
1.0,6.0,3.25,2,1
1.0,9.0,3.25,0,1
8.0,8.0,14.68,3,2
8.0,8.0,14.68,0,2
8.0,8.0,14.68,3,2
8.0,19.0,20.68,3,2
8.0,8.0,14.68,3,0
8.0,11.0,14.68,0,0
8.0,8.0,14.68,3,2
8.0,8.0,14.68,0,2
10.0,14.0,16.88,3,2
10.0,14.0,16.88,3,2
10.0,14.0,16.88,3,2
10.0,19.0,16.88,3,2
10.0,14.0,16.88,3,2
10.0,14.0,16.88,3,2
10.0,14.0,16.88,3,2
8.0,19.0,14.7,0,2
8.0,17.0,14.7,3,0
8.0,15.0,14.7,3,2
8.0,15.0,14.7,3,2
8.0,15.0,14.7,3,2
8.0,15.0,14.7,3,2
8.0,15.0,14.7,3,2
8.0,15.0,14.7,3,2
8.0,19.0,7.75,1,2
8.0,18.0,3.75,1,2
8.0,16.0,6.75,1,2
8.0,17.0,7.75,1,0
8.0,17.0,7.75,1,2
8.0,19.0,7.75,1,2
8.0,10.0,15.51,3,2
8.0,9.0,15.51,3,2
8.0,10.0,15.51,0,0
8.0,19.0,8.51,3,2
8.0,10.0,15.51,3,0
8.0,8.0,9.51,3,2
8.0,13.0,15.51,3,2
8.0,8.0,15.51,3,2
3.0,9.0,7.12,2,1
3.0,8.0,12.12,2,1
3.0,8.0,7.12,2,1
3.0,8.0,3.12,2,1
3.0,8.0,7.12,0,1
3.0,1.0,9.37,0,1
3.0,1.0,9.37,2,0
3.0,1.0,9.37,0,0
3.0,0.0,9.37,0,1
3.0,1.0,9.37,2,1
3.0,3.0,9.37,2,0
8.0,17.0,22.17,1,2
8.0,16.0,25.17,1,2
8.0,19.0,25.17,1,0
8.0,16.0,25.17,1,2
8.0,16.0,26.17,1,2
8.0,19.0,18.17,1,0
8.0,19.0,25.17,0,2
8.0,16.0,25.17,1,0
6.0,12.0,16.39,0,2
6.0,12.0,16.39,3,2
6.0,12.0,16.39,3,2
6.0,9.0,16.39,3,2
6.0,12.0,21.39,3,2
6.0,10.0,16.39,0,2
6.0,12.0,16.39,3,2
8.0,8.0,4.72,0,1
8.0,8.0,11.72,3,1
8.0,8.0,4.72,3,1
8.0,8.0,10.23199443955013,3,1
8.0,5.0,4.72,0,1
8.0,7.0,4.72,3,1
8.0,8.0,10.23199443955013,3,1
4.0,20.0,5.86,0,1
4.0,19.0,5.86,3,1
4.0,20.0,12.86,3,1
4.0,20.0,5.86,0,1
4.0,19.0,5.86,3,1
4.0,20.0,5.86,3,1
4.0,17.0,5.86,3,1
4.0,20.0,5.86,3,1
1.0,7.0,4.07,2,1
1.0,7.0,4.07,2,1
1.0,7.0,4.07,2,1
1.0,7.0,10.23199443955013,2,1
1.0,7.0,8.07,2,1
1.0,7.0,4.07,2,1
1.0,7.0,4.07,2,1
2.0,2.0,1.53,0,1
2.0,2.0,4.53,0,0
2.0,2.0,1.53,2,1
2.0,2.0,1.53,2,1
2.0,2.0,1.53,2,1
2.0,2.0,3.53,2,1
2.0,2.0,1.53,0,1
2.0,11.0,9.54,2,1
2.0,10.0,11.54,2,1
2.0,9.0,9.54,2,1
2.0,12.0,9.54,2,1
2.0,11.0,9.54,2,1
2.0,9.0,9.54,2,1
2.0,11.0,16.54,2,1
0.0,19.0,11.42,2,1
0.0,3.0,11.42,0,0
0.0,0.0,11.42,2,0
0.0,3.0,11.42,2,1
0.0,3.0,11.42,2,1
0.0,3.0,11.42,2,1
0.0,3.0,11.42,0,1
5.0,16.0,19.34,0,2
5.0,18.0,19.34,0,2
5.0,14.0,19.34,3,2
6.0,20.0,21.02,1,2
6.0,20.0,28.02,0,2
6.0,18.0,28.02,1,2
6.0,20.0,28.02,1,2
6.0,20.0,28.02,1,2
6.0,17.0,34.02,1,2
6.0,19.0,28.02,1,2
8.0,16.0,13.88,0,2
8.0,19.0,13.88,3,2
8.0,19.0,7.880000000000001,0,2
8.0,19.0,13.88,3,2
8.0,19.0,13.88,3,2
8.0,19.0,13.88,3,2
8.0,19.0,13.88,3,2
8.0,17.0,10.23199443955013,2,0
8.0,19.0,7.45,0,1
7.0,15.0,9.06,1,2
7.0,16.0,9.06,1,2
7.0,16.0,9.06,1,2
7.0,16.0,8.06,1,2
7.0,15.0,9.06,1,2
7.0,16.0,9.06,0,2
7.0,16.0,9.06,1,2
10.0,20.0,7.67,1,2
10.0,21.0,7.67,1,2
10.0,20.0,7.67,1,2
10.0,21.0,7.67,0,2
10.0,19.0,0.6699999999999999,1,2
10.0,21.0,7.67,0,2
10.0,21.0,3.67,1,2
1.0,7.0,11.34,2,1
1.0,7.0,11.34,2,1
1.0,7.0,10.23199443955013,2,1
1.0,7.0,11.34,2,1
1.0,7.0,11.34,2,0
1.0,8.0,8.34,2,1
4.0,16.0,12.83,3,2
4.0,13.0,8.83,0,2
4.0,13.0,10.83,3,2
4.0,13.0,10.83,3,2
4.0,13.0,10.83,0,2
4.0,13.0,10.83,3,2
4.0,12.0,10.83,3,2
4.0,12.0,6.46,2,1
4.0,10.0,6.46,0,1
4.0,10.0,6.46,2,1
4.0,10.0,6.46,0,1
3.0,10.0,3.06,2,0
3.0,7.0,3.06,2,1
3.0,9.0,3.06,2,1
3.0,19.0,3.06,2,1
3.0,8.0,3.06,2,1
3.0,8.0,3.06,2,1
3.0,19.0,10.23199443955013,2,1
1.0,1.0,11.71,0,1
1.0,1.0,11.71,2,1
1.0,1.0,11.71,2,1
1.0,1.0,11.71,2,1
1.0,1.0,11.71,2,1
3.0,13.0,11.98,3,2
3.0,13.0,11.98,3,2
3.0,11.0,10.98,3,0
3.0,13.0,11.98,3,2
3.0,13.0,11.98,3,2
3.0,13.0,11.98,3,2
4.0,15.0,8.68,3,0
4.0,15.0,8.68,0,2
4.0,19.0,8.68,3,2
4.0,15.0,8.68,0,2
5.0,19.0,8.68,3,2
5.0,3.0,1.98,2,1
5.0,5.0,10.23199443955013,2,0
5.0,3.0,1.98,2,1
5.0,3.0,1.98,2,1
5.0,3.0,1.98,0,1
5.0,3.0,1.98,2,1
4.0,5.0,0.8,0,1
4.0,8.0,0.8,2,1
4.0,8.0,0.8,2,1
4.0,8.0,0.8,2,0
8.0,19.0,9.96,2,1
8.0,14.0,10.23199443955013,2,1
8.0,14.0,5.96,2,1
8.0,14.0,11.96,0,1
8.0,14.0,5.96,2,1
8.0,15.0,5.96,2,1
8.0,13.0,5.96,2,1
6.0,12.0,13.73,3,2
6.0,7.0,13.73,3,2
6.0,10.0,13.73,3,2
6.0,10.0,13.73,3,2
6.0,7.0,13.73,0,2
6.0,8.0,13.73,0,2
6.0,22.0,0.63,0,2
6.0,19.0,0.63,1,2
6.0,24.0,0.63,1,2
6.0,21.0,0.63,1,2
6.0,22.0,0.63,0,2
8.0,17.0,0.52,3,1
8.0,15.0,0.52,3,1
8.0,15.0,0.52,3,1
8.0,15.0,0.52,0,1
8.0,12.0,3.52,3,1
8.0,15.0,1.52,3,1
8.0,15.0,0.52,0,1
8.0,10.0,8.1,3,0
8.0,10.0,8.1,3,1
8.0,10.0,8.1,3,1
8.0,9.0,8.1,3,1
8.0,10.0,8.1,3,1
8.0,8.0,8.1,3,1
8.0,10.0,8.1,3,1
3.0,1.0,2.58,2,1
3.0,1.0,2.58,2,1
3.0,1.0,2.58,2,1
3.0,1.0,2.58,2,1
3.0,1.0,2.58,2,1
1.0,19.0,2.89,2,1
1.0,6.0,0.8900000000000001,2,1
1.0,6.0,2.89,0,1
1.0,6.0,2.89,0,1
1.0,6.0,2.89,2,1
1.0,6.0,10.23199443955013,2,1
1.0,19.0,1.63,2,1
1.0,7.0,10.23199443955013,2,1
1.0,6.0,1.63,2,1
1.0,6.0,1.63,2,1
1.0,6.0,1.63,2,1
1.0,8.0,1.63,2,1
8.0,19.0,12.49,3,2
8.0,13.0,12.49,0,0
8.0,13.0,12.49,3,2
8.0,12.0,8.49,3,0
8.0,11.0,12.49,0,0
8.0,15.0,14.49,3,2
6.0,16.0,9.55,3,0
6.0,16.0,9.55,0,2
6.0,14.0,9.55,3,2
6.0,14.0,9.55,3,2
6.0,16.0,9.55,3,2
6.0,16.0,9.55,3,2
6.0,18.0,9.55,3,2
6.0,13.0,9.55,0,2
3.0,13.0,19.79,3,2
3.0,18.0,19.79,3,0
3.0,15.0,19.79,3,2
3.0,16.0,19.79,3,2
3.0,15.0,12.79,0,0
3.0,15.0,19.79,3,0
3.0,18.0,19.79,0,2
0.0,4.0,3.33,2,1
0.0,2.0,10.33,2,1
0.0,4.0,7.33,2,1
0.0,2.0,6.33,2,1
0.0,4.0,7.33,2,1
0.0,4.0,7.33,2,1
0.0,3.0,2.33,2,1
8.0,19.0,19.34,0,2
8.0,17.0,19.34,1,2
8.0,17.0,19.34,1,2
8.0,17.0,19.34,1,2
8.0,14.0,19.34,1,2
7.0,16.0,18.91,0,2
7.0,15.0,18.91,3,2
7.0,13.0,14.91,3,2
7.0,16.0,18.91,3,2
7.0,15.0,18.91,3,2
7.0,15.0,18.91,0,2
7.0,18.0,12.01,1,2
7.0,18.0,19.01,1,2
7.0,18.0,12.01,0,2
7.0,18.0,12.01,0,2
7.0,18.0,16.009999999999998,1,0
7.0,21.0,12.01,0,2
7.0,18.0,12.01,1,2
6.0,13.0,3.59,0,1
6.0,13.0,3.59,2,1
6.0,11.0,3.59,2,1
6.0,13.0,3.59,2,1
6.0,10.0,1.59,2,1
6.0,10.0,3.59,0,1
6.0,13.0,3.59,2,1
6.0,19.0,3.59,2,1
4.0,5.0,6.06,2,1
8.0,24.0,23.66,1,2
8.0,24.0,23.66,1,2
8.0,24.0,23.66,1,0
8.0,21.0,23.66,1,2
8.0,23.0,23.66,1,0
8.0,24.0,23.66,1,2
8.0,24.0,23.66,1,2
7.0,9.0,11.77,0,0
7.0,8.0,12.77,3,0
7.0,9.0,11.77,3,2
7.0,9.0,11.77,3,0
7.0,12.0,11.77,3,2
7.0,19.0,11.77,3,2
6.0,25.0,3.99,0,2
6.0,22.0,3.99,1,2
6.0,22.0,3.99,1,2
6.0,22.0,3.99,0,2
6.0,22.0,3.99,1,0
6.0,20.0,3.99,1,2
6.0,22.0,3.99,1,0
6.0,19.0,3.99,1,2
3.0,16.0,9.72,3,2
3.0,13.0,9.72,3,2
3.0,16.0,9.72,3,2
3.0,19.0,9.72,3,2
3.0,16.0,9.72,3,2
3.0,16.0,9.72,3,2
3.0,19.0,9.72,3,2
4.0,17.0,4.1,3,1
4.0,17.0,4.1,3,1
4.0,14.0,6.1,3,0
4.0,16.0,4.1,0,1
4.0,16.0,4.1,3,1
4.0,17.0,3.1,0,1
6.0,24.0,24.6,1,2
6.0,24.0,19.6,1,2
6.0,24.0,25.6,0,2
6.0,26.0,19.6,1,2
6.0,21.0,19.6,1,2
6.0,24.0,12.6,0,2
6.0,22.0,19.6,0,2
6.0,21.0,19.6,1,2
4.0,11.0,12.65,3,2
4.0,9.0,12.65,0,2
4.0,12.0,10.65,3,2
4.0,9.0,6.65,3,0
4.0,9.0,10.23199443955013,3,2
4.0,9.0,12.65,3,0
0.0,0.0,7.09,2,1
0.0,3.0,7.09,2,1
0.0,3.0,9.09,2,1
0.0,3.0,7.09,2,0
0.0,6.0,7.09,2,0
1.0,8.0,11.81,2,1
1.0,8.0,10.81,2,1
1.0,8.0,11.81,2,1
1.0,8.0,11.81,2,1
1.0,8.0,11.81,2,1
1.0,7.0,11.81,2,1
1.0,8.0,11.81,2,1
1.0,8.0,11.81,2,0
5.0,19.0,8.47,2,1
5.0,1.0,8.47,2,1
5.0,1.0,9.47,2,1
5.0,4.0,6.4700000000000015,2,1
5.0,4.0,8.47,2,0
5.0,4.0,8.47,2,1
5.0,7.0,8.47,2,0
8.0,10.0,7.3,3,0
8.0,13.0,2.3,0,1
8.0,10.0,2.3,3,1
8.0,10.0,2.3,0,1
8.0,12.0,2.3,3,1
8.0,11.0,3.3,3,1
8.0,19.0,2.3,0,1
6.0,19.0,18.62,3,2
6.0,17.0,18.62,3,2
6.0,18.0,18.62,3,2
6.0,18.0,18.62,3,2
6.0,19.0,18.62,3,2
6.0,18.0,18.62,3,2
6.0,18.0,18.62,3,2
6.0,18.0,18.62,3,2
6.0,12.0,18.1,3,2
6.0,14.0,18.1,3,2
6.0,12.0,18.1,3,2
6.0,13.0,18.1,0,0
6.0,12.0,18.1,0,2
6.0,12.0,18.1,3,2
4.0,0.0,10.23199443955013,0,1
4.0,0.0,5.68,2,1
4.0,19.0,5.68,2,1
4.0,0.0,5.68,2,1
4.0,0.0,5.68,2,1
4.0,0.0,5.68,2,0
6.0,15.0,9.59,3,1
6.0,15.0,9.59,3,1
6.0,18.0,9.59,3,1
6.0,16.0,12.59,3,1
6.0,18.0,8.59,3,1
8.0,17.0,18.75,1,2
8.0,16.0,18.75,1,2
8.0,16.0,18.75,1,2
8.0,16.0,18.75,1,2
8.0,16.0,18.75,1,0
8.0,16.0,18.75,1,2
6.0,18.0,16.6,3,2
6.0,15.0,20.6,3,2
6.0,18.0,16.6,3,2
6.0,18.0,16.6,3,2
6.0,18.0,12.6,3,0
5.0,19.0,11.6,3,1
5.0,15.0,11.6,3,1
5.0,15.0,11.6,3,1
5.0,17.0,10.23199443955013,3,1
5.0,16.0,11.6,3,1
5.0,15.0,11.6,0,1
5.0,15.0,5.6,3,1
5.0,18.0,11.6,3,1
6.0,10.0,15.23,3,2
6.0,7.0,15.23,0,2
6.0,10.0,15.23,0,2
6.0,10.0,15.23,3,2
6.0,10.0,15.23,3,2
6.0,10.0,15.23,3,2
6.0,10.0,15.23,3,2
6.0,10.0,15.23,3,2
8.0,17.0,5.32,0,1
8.0,17.0,9.32,3,1
8.0,18.0,9.32,0,1
8.0,17.0,12.32,0,0
8.0,16.0,12.32,3,1
8.0,17.0,5.32,3,1
8.0,17.0,9.32,3,1
8.0,17.0,9.32,3,1
3.0,11.0,9.72,2,0
3.0,11.0,9.72,2,0
3.0,14.0,9.72,0,1
3.0,11.0,5.7200000000000015,2,1
3.0,11.0,8.72,2,1
10.0,25.0,6.95,1,0
10.0,24.0,7.95,1,2
10.0,25.0,3.95,1,0
10.0,23.0,6.95,1,2
10.0,19.0,10.95,1,2
10.0,25.0,6.95,1,2
10.0,25.0,5.95,0,0
10.0,25.0,11.95,0,2
9.0,17.0,0.8,0,2
9.0,17.0,0.8,1,2
9.0,17.0,0.8,0,2
9.0,14.0,0.8,1,2
9.0,17.0,10.23199443955013,0,2
9.0,19.0,0.8,1,2
3.0,13.0,8.01,3,0
3.0,13.0,8.01,0,2
3.0,13.0,8.01,0,2
3.0,19.0,2.01,3,2
3.0,13.0,8.01,3,2
3.0,13.0,8.01,3,2
5.0,7.0,9.09,3,1
5.0,7.0,9.09,3,1
5.0,8.0,9.09,3,1
5.0,8.0,2.09,0,1
5.0,11.0,9.09,0,1
5.0,8.0,9.09,3,1
5.0,11.0,17.0,3,2
5.0,13.0,22.0,3,2
5.0,13.0,17.0,3,2
5.0,13.0,15.0,3,2
5.0,16.0,17.0,0,2
5.0,10.0,23.0,3,2
5.0,13.0,17.0,3,2
5.0,13.0,20.0,3,2
1.0,8.0,9.7,2,1
1.0,8.0,9.7,2,1
1.0,5.0,9.7,2,1
1.0,7.0,9.7,2,1
1.0,7.0,9.7,0,1
1.0,5.0,9.7,2,1
1.0,6.0,12.7,2,1
1.0,7.0,9.7,2,0
0.0,8.0,5.71,2,1
0.0,5.0,5.71,0,1
0.0,8.0,5.71,2,1
0.0,19.0,5.71,0,1
0.0,8.0,9.71,2,1
0.0,8.0,5.71,2,1
9.0,14.0,11.26,3,2
9.0,14.0,11.26,3,0
9.0,14.0,11.26,3,2
9.0,14.0,11.26,3,2
9.0,14.0,11.26,0,0
9.0,14.0,11.26,3,2
9.0,11.0,11.26,0,2
6.0,15.0,13.43,3,2
6.0,15.0,13.43,0,2
6.0,15.0,13.43,0,2
6.0,15.0,13.43,3,2
6.0,15.0,13.43,3,2
6.0,15.0,13.43,3,2
6.0,16.0,13.43,3,2
6.0,12.0,13.43,3,2
4.0,8.0,19.16,3,2
4.0,8.0,17.16,3,2
4.0,8.0,17.16,3,2
4.0,8.0,17.16,3,0
4.0,11.0,17.16,3,2
4.0,8.0,17.16,0,2
4.0,6.0,17.16,3,2
7.0,13.0,0.66,3,0
7.0,15.0,0.66,3,1
7.0,19.0,0.66,3,1
7.0,15.0,0.66,3,1
7.0,14.0,0.66,3,1
7.0,15.0,0.66,3,1
7.0,15.0,0.66,0,0
2.0,2.0,5.78,2,1
2.0,2.0,7.78,2,1
2.0,2.0,7.78,2,1
2.0,2.0,4.78,2,1
2.0,2.0,7.78,0,1
2.0,2.0,7.78,2,1
2.0,19.0,7.78,2,1
8.0,14.0,0.67,2,0
8.0,12.0,0.67,2,1
8.0,12.0,0.67,0,1
8.0,12.0,0.67,0,1
8.0,12.0,0.67,2,1
8.0,12.0,0.67,2,0
8.0,19.0,0.67,2,1
8.0,12.0,0.67,2,1
8.0,24.0,6.06,1,2
8.0,25.0,6.06,1,2
8.0,19.0,6.06,1,2
8.0,25.0,6.06,1,2
8.0,19.0,6.06,1,2
8.0,24.0,10.06,1,2
8.0,25.0,6.06,1,2
4.0,2.0,11.64,2,1
4.0,4.0,10.64,2,0
4.0,4.0,10.64,2,1
4.0,19.0,10.64,2,1
4.0,4.0,10.64,2,0
4.0,4.0,10.64,2,1
4.0,4.0,10.64,2,1
2.0,8.0,10.23199443955013,2,1
2.0,8.0,3.57,2,1
2.0,8.0,10.23199443955013,2,1
2.0,10.0,3.57,2,0
2.0,8.0,3.57,2,1
2.0,8.0,3.57,0,1
4.0,12.0,1.31,3,0
4.0,12.0,1.31,3,1
4.0,12.0,10.23199443955013,3,0
4.0,12.0,10.23199443955013,3,1
4.0,10.0,1.31,3,1
4.0,14.0,1.31,3,1
4.0,12.0,1.31,3,1
4.0,12.0,1.31,3,1
1.0,11.0,3.36,2,0
1.0,9.0,3.36,2,1
1.0,6.0,3.36,2,1
1.0,9.0,3.36,2,1
1.0,9.0,3.36,2,1
1.0,9.0,3.36,2,1
1.0,12.0,3.36,0,1
1.0,9.0,3.36,2,1
5.0,19.0,10.39,0,1
5.0,8.0,8.39,2,1
5.0,9.0,10.39,2,1
5.0,8.0,10.39,2,1
5.0,19.0,13.39,2,1
5.0,8.0,10.39,2,1
5.0,8.0,10.39,2,1
7.0,26.0,20.82,1,2
7.0,25.0,20.82,0,2
7.0,25.0,20.82,0,2
7.0,26.0,20.82,0,2
7.0,25.0,20.82,1,2
7.0,25.0,20.82,1,2
7.0,28.0,20.82,0,2
8.0,19.0,17.08,3,2
6.0,17.0,5.12,0,1
6.0,17.0,5.12,2,1
6.0,17.0,5.12,0,1
6.0,17.0,5.12,2,1
6.0,16.0,5.12,2,1
6.0,17.0,5.12,2,1
6.0,15.0,5.12,2,1
6.0,17.0,5.12,2,1
2.0,5.0,15.99,2,1
2.0,19.0,10.23199443955013,0,1
2.0,6.0,11.99,0,1
2.0,5.0,11.99,0,1
5.0,19.0,21.0,3,2
5.0,19.0,16.0,3,2
5.0,21.0,14.0,3,2
5.0,19.0,16.0,0,2
5.0,21.0,16.0,3,2
5.0,22.0,16.0,3,2
5.0,19.0,16.0,0,2
8.0,20.0,35.82,1,2
8.0,22.0,29.82,0,2
8.0,20.0,29.82,1,2
8.0,22.0,29.82,1,2
8.0,22.0,29.82,1,2
8.0,24.0,29.82,1,0
8.0,9.0,18.88,3,2
8.0,9.0,18.88,3,2
8.0,10.0,18.88,3,2
8.0,9.0,14.88,3,2
8.0,11.0,18.88,3,2
8.0,9.0,18.88,3,2
8.0,11.0,18.88,3,2
8.0,9.0,18.88,0,0
1.0,2.0,2.24,2,1
1.0,2.0,2.24,2,1
1.0,1.0,4.24,2,1
1.0,2.0,2.24,2,1
1.0,2.0,2.24,2,1
1.0,4.0,2.24,2,1
8.0,27.0,24.49,1,2
8.0,25.0,24.49,1,2
8.0,25.0,24.49,1,2
8.0,25.0,24.49,1,2
8.0,25.0,24.49,1,2
8.0,25.0,24.49,1,2
6.0,11.0,11.95,0,2
6.0,19.0,11.95,3,2
6.0,14.0,17.95,3,0
6.0,19.0,11.95,0,2
6.0,11.0,11.95,3,2
6.0,14.0,11.95,0,2
6.0,11.0,8.95,3,2
3.0,7.0,9.19,2,0
3.0,8.0,9.19,2,1
3.0,8.0,9.19,2,1
3.0,9.0,5.19,2,1
3.0,8.0,9.19,2,1
3.0,8.0,9.19,0,1
5.0,8.0,3.59,2,1
5.0,8.0,3.59,2,1
5.0,8.0,3.59,0,1
5.0,8.0,3.59,2,1
5.0,11.0,3.59,2,1
5.0,8.0,3.59,2,1
5.0,8.0,3.59,2,1
3.0,17.0,16.33,3,2
3.0,17.0,16.33,3,2
3.0,18.0,16.33,3,2
3.0,17.0,16.33,3,2
3.0,17.0,16.33,0,2
1.0,5.0,1.28,0,1
1.0,6.0,1.28,2,1
1.0,19.0,1.28,2,1
1.0,3.0,1.28,2,1
1.0,8.0,2.28,2,1
1.0,5.0,1.28,2,1
1.0,5.0,1.28,2,1
1.0,4.0,1.28,2,1
3.0,1.0,0.69,0,1
3.0,0.0,0.69,2,0
3.0,0.0,0.69,0,1
3.0,3.0,0.69,2,1
8.0,20.0,13.11,1,2
8.0,22.0,7.11,1,2
8.0,20.0,7.11,1,2
8.0,20.0,7.11,1,0
8.0,21.0,7.11,1,2
8.0,20.0,7.11,1,2
7.0,11.0,12.39,3,2
7.0,12.0,12.39,3,2
7.0,11.0,12.39,0,2
7.0,9.0,12.39,0,2
7.0,11.0,12.39,3,2
7.0,9.0,12.39,3,0
7.0,12.0,14.39,3,2
8.0,22.0,14.95,1,2
8.0,22.0,9.95,1,2
8.0,22.0,9.95,0,2
8.0,22.0,10.95,1,2
8.0,24.0,9.95,1,0
8.0,24.0,9.95,1,2
8.0,23.0,9.95,1,0
8.0,24.0,20.17,0,2
8.0,23.0,20.17,1,2
8.0,22.0,20.17,1,2
8.0,24.0,20.17,1,2
8.0,26.0,17.17,0,2
8.0,23.0,20.17,1,2
8.0,22.0,20.17,1,2
8.0,23.0,20.17,1,2
8.0,15.0,2.96,3,2
8.0,12.0,2.96,3,2
8.0,12.0,9.96,0,2
8.0,12.0,2.96,3,2
8.0,12.0,2.96,0,0
8.0,12.0,2.96,3,0
8.0,12.0,2.96,0,2
4.0,1.0,8.42,2,1
4.0,4.0,8.42,0,1
4.0,1.0,8.42,2,0
4.0,1.0,8.42,2,1
4.0,2.0,8.42,2,0
8.0,10.0,4.04,2,1
8.0,12.0,3.04,2,1
8.0,14.0,4.04,2,1
8.0,11.0,4.04,2,1
8.0,11.0,4.04,2,1
8.0,19.0,4.04,2,1
8.0,11.0,4.04,2,1
6.0,18.0,9.43,2,1
6.0,18.0,9.43,0,0
6.0,18.0,9.43,2,1
6.0,18.0,15.43,0,1
6.0,20.0,9.43,2,1
5.0,1.0,4.94,2,0
5.0,19.0,3.94,2,0
5.0,1.0,4.94,0,1
5.0,1.0,3.94,0,0
10.0,24.0,16.82,1,2
10.0,24.0,16.82,0,2
10.0,25.0,16.82,1,2
10.0,27.0,16.82,1,2
10.0,24.0,16.82,0,2
10.0,24.0,16.82,0,2
7.0,19.0,10.23199443955013,1,2
7.0,23.0,3.48,1,2
7.0,20.0,3.48,1,2
7.0,20.0,3.48,0,2
